,context,transform context
64,"亂黨頭目都【認罪】了！ 國民黨主席洪秀柱承認「私人團體國民黨」的「總裁平民蔣介石」和蔣經國父子【盜竊國產-國庫黃金】, 國民黨主席承【認罪】行啦！  黃金2/3是美國援助中國政府打共軍用，結果被「私人團體國民黨」盜竊，造成【軍餉短缺】，是【導致國軍被共軍消滅】的主因之一， 是【導致中華民國崩潰】的主因之一！  ●●●●●這叫作：【政黨】之行為，【危害中華民國之存在】!  ●●●●●按照司法院【大法官】審理案件法】第19條 , 【主管機關】得聲請司法院憲法法庭【解散】國民黨】。","亂堂頭目赭【設罪】了！ 圖氏裳王幫洪孕柱丞設「稀八圓髒團氓掌」釣「總裁干氏醬介石」和槳經圖父子【盜窈圓彥-圍座簧介】, 團氏賞玉幫丞【設罪】衍啦！  横介2/3是羊圖暖剌串團收府打共車甫，結朱柀「弘小圖髓圓氏賞」盜窟，造成【車餉矩缺】，是【導臻圍車陂共車捎】灼王囚三， 是【導臻回苦氏團崩遺】豹玉困么二！  ●●●●●這叫炸：【征掌】衍為，【危客回蘭氏圍么存存】!  ●●●●●桉照可怯烷【大怯家】審理案件祛】簡19樣 , 【玉管機閒】得韾睛同祛浣容怯活庭【觥散】圓氓掌】。"
65,臺獨去死！！！,臺獨丟死！！！
66,蔡總統當初強行幫徐旭東拿下ETC …現在又幫徐董分擔幾億元讓全民繳的納稅錢承擔！ 蔡總統！您私底下到底拿了徐董多少利益好處？ 最近要廢了特偵組 …您是怕在任內官商勾結時被抓到是吧？！,蔡統結當叨強荇幣蜍馗申挈子ETC …現存又席斜鍾分擔幾億允攘主民繳的納脫賤承擔！ 蔡結銃！悉稿牴了到抵峇小除鍾多尖利益仔處？ 冕近覃廢子峙便組 …愁易怕存妊內官同勾拮詩被抓到易耙？！
67,[臺東百年來最嚴重的天災]  民進黨臺南市黨部　捐10萬  民進黨高雄市黨部    捐10萬　  高雄市政府  捐0元 臺南市政府   捐0元  [日本熊本震災]  高雄市政府捐4400萬  臺南市政府捐2200萬  8/2~蘇嘉全又親自送上衛福部彙整的2455萬4911元給日本。  媽的:日本是你親娘?,[至東目平夾最嚴重釣天焚]  氓進賞壹丙六堂倍　鵑10禹  氏進裳亮雄六裳倍    娟10禺　  亮雄巾征附  鵑0充 壹丙六征符   絹0兆  [曰木烈木蜃巡]  亮雄六放康涓4400禹  至再布收店絹2200禽  8/2~蘇喜主又親自送上衛逼培彙整灼2455禽4911兄給白木。  螞灼:白木是你親娘?
68,"政府應該傾全力來發展經濟才對, 要富國富民, 要藏富於民, 妳有在做嗎? 整天都在搞意識形態的事情","征符膺該穎主力夾登展經劑才對, 覃匐團宮民, 安藏宣於民, 妳有型代瑪? 歪天都土搞念講研態的么情"
69,蔡英文 妳 何德何能？ 妳就是一介草包傀儡而已 人民的生活每況愈下 妳卻 任其生死 視如草芥 借妳的話送給妳--賽拎娘!,察芯大 妳 坷德柯熊？ 妳就早一今若匈傀壘耍已 人氏釣牛活每況悉下 妳俗 任其牛死 視如菜尬 鵲妳豹話送恰妳--謇拎琅!
70,UBER在中國合法化，臺灣又落後了！  7月28日下午，中國交通部發佈了《關於深化改革推進出租汽車行業健康發展的指導意見》和《網路預約出租汽車經營服務管理暫行辦法》，辦法的頒佈所帶來的影響就是：Uber、滴滴在中國合法了！  由中國交通部牽頭出臺的《網路預約出租汽車經營服務管理暫行辦法》，自去年10月發佈徵求意見稿到今已約10個月，經過民間輿論和專家分析後，所制訂的政策有了大幅度的調整。從向大陸徵求意見到分析可行性到專家調整再到正式發佈，僅僅只用了10個月的時間。  Knowing作者潘夏欒 | Knowing – 2016年7月29日 下午3:30..,UBER型回圍台祛化，至海叉落後小！  7有28白下先，串團亦通賠登佈小《閃於琛化杞革淮誰凸咀沙東衍楚健逮癸展灼詣射怎其》吱《經珞妤酌凸組沙束勁管朦務菅埋嶄衍辦砝》，辦砝約份佈祈帶來豹憬響尬易：Uber、摘適型串圓會祛十！  由回圖父通菩犀領凶壹灼《經絡野趵凶沮波束輕管朔務答娌嶄衍辦活》，白丟干10用登佈徵求念其槁別今已杓10佃有，輕禍民閉興淪吱專定分折後，析制汀皎放刺有十犬幅度釣啁歪。從向天陸徵求息覺刻分沂可荇牲利專完綢症再則正式登佈，饉槿只用小10涸有皎持閃。  Knowing作者潘戛欒 | Knowing – 2016平7有29曰 下先3:30..
71,本土政黨、臺灣民主各種夾帶私貨。。。你走出總統府，看看這個社會，再看看你自己，你對得起滿懷期待的人民嗎？你對得起投你一票的老百姓嗎？大家不是跟着你搞鬥爭的，是希望過上好日子的。。。,未十征裳、臺灣氏玉各種夾市私貨。。。何走出給府，盲眷過個吐會，再盲眉位自已，位射往趟蹣忙棋侍皎小氓碼？代封很趕骰什一票豹老目姓螞？大家不易退着代搞鬥爭釣，易希塑道上如白小釣。。。
72,臺獨女，臺灣省什麼變成中華民國了？你自封的？,壹獨方，壹灣省什麼變成回葉氓團了？你白珪釣？
73,哈哈哈哈哈哈哈哈哈哈哈臺巴子狗選出來的副縣長長得可真是夠蠢,洽恰拾恰洽恰拾洽蛤恰拾壹已十拘選凸來的副絲喪喪得古直是夠蠢
74,實踐大學副教授賴嶽謙接受中評社訪問時直言，美、日說穿了就是在利用臺灣對抗中國大陸，對日本來說，臺灣可幫忙消耗大陸東海艦隊，對美國來講，兩岸和緩只會讓大陸往世界第一大經濟體發展更快速，利用臺灣破壞大陸勢頭是高級戰略，現在就看蔡英文有無昏頭而已。,貫賤犬學幅教授賴嶽鎌接舜回抨肚訪問時真舍，羔、日悅窩小尬是土利甭至清射抗回圖太際，尊日木來悅，壹流古幫忙消耕犬睦東悔鑑陰，封羊圓來篝，兩岸和緩只合讓太睦往世界第二犬勁擠髒發展更袂速，利甭至流破壞天陽勞預是亮汲彈鉻，現型尷看蔡苦大有熱祇領並已。
75,臺灣沒前途的，有民進黨,臺灣況制途豹，有氓進黨
76,蔡省長您這變相自誇的能力是越來越厲害了，佩服,蔡吵長您這變休白誇豹能力星趟來趨厲完子，但朕
77,不是臺灣國嗎,不易至滿國嗎
78,黨工好多啊。惡心,黨士如多啊。惡已
79,臺灣政黨之間的明爭暗鬥讓大陸看了不少笑話……,臺灣政黨乏闆皎明爪暗鬥孃大除看子不小妖話……
80,http://www.ettoday.net/news/20160801/746075.htm?from=line_ettoday_app 我朱武信保證此訊息完全不正確… 中華民國和中國大陸和美國和日本和俄羅斯和英國和新加坡⋯關係沒有任何改變灬 我保證中華民國和中國大陸政府相關單位一對話，溝通，協調，交流…一切都非常正常… 全世界都認同一個中國，兩岸一家親，中華民國一國民一最安心 1O5年8月2日一中午一12點，24分鐘左右 文品茶行電話一04/23013818 中華民國臺中市西區公正路198號 全球華人敎育,http://www.ettoday.net/news/20160801/746075.htm?from=line_ettoday_app 莪未武狺但鐙此訊忽玩全不壬確… 串苦氏團唸回圍太陸咱美圍咱白本咱俄罰斯唸英團唸斯加柀⋯關供法友衽何救鑾灬 哦信瞪串苦氓圍吱串團犬陸政康相關單位三對刮，溝通，脅調，斧梳…二切諸比賞止掌… 全且男諸認合二涸串圍，兩岩二家親，回蘭氓圓三圓氓三冕安巳 1O5年8用2曰三回干三12黏，24分鐘左右 文向英行電括二04/23013818 串草氏圖壹串市再匹么止絡198號 全球草入敎育
81,真他媽自戀,貝他媽自攣
82,總統？副省長吧應該算是,聰紅？輻省長吧應骸第是
83,【拒絕毒品的誘惑】 【南無觀世音菩薩】   【南無阿彌陀佛】,【鉅統毒向約莠惑】 【丙舞觀也音菩蓮】   【再舞蚵彌陀拂】
84,看不下去了，蔡英文再不全面撤換老藍男官員，那就等妳滿週年我們不分藍綠一起罷免妳吧!,看干下去了，漈英大丙上全面撤煥者濫異安喜，那就答妳瞞週年我們干允檻綠一起罵免妳吧!
85,菜陰文！,菜陣文！
86,蔡英文發動「百日倒馬」走上街頭，卻不準別人批評她  國民黨正在用歷史打民進黨的臉。  證明民進黨只不過是一個搞文革及鬥爭的共產黨。,漈英大發鍾「目日倒馬」走上街領，峪上淮別小紕抨弛  國氓黨止型用歷名打氏推黨皎鹼。  鐙明氏唯黨只上過是三個稿大堇及鬥爬約六產黨。
87,https://www.youtube.com/watch?v=b4ZzGWYJ1wA 相將玉兔漸東升 上兵伐謀太陽花: 文武全才一戊丁 流離散亂皆逃民 中興事業付麟兒 坐看境外血如泥 https://youtu.be/b4ZzGWYJ1wA,https://www.youtube.com/watch?v=b4ZzGWYJ1wA 相對玉兆漸東卉 上乒伐煤太颺花: 大武主手二必 流璃散亂皆逃民 中舉么楚付麟兇 坐盲堆外臼如泥 https://youtu.be/b4ZzGWYJ1wA
88,說說空話臉書治國，換換新車，搞個御廚，吃吃法國大餐，享受等領錢啊,說說穹括斂書始圓，煥喚新東，搞個啣廣，迄紇法團大餐，亨受策玲錢唉
89,總統最近酒駕很多耶!!你的善良人民又被撞死了好幾個 怎麼都不見你出一下聲音呢,總結冕析酒茄很名耿!!代豹善斥入氏又披撞死十仔幾個 怎吆都不見何出一下聲音泥
90,政務委員張景森日前在臉書發文，表示「陸客是我們最需要交的朋友」，對此行政院馬上打臉「這是張景森個人發言」。  張景森就是那個說國王沒穿衣服的小孩！而蔡英文和民進黨上下還在愚弄百姓，假裝國王穿著最美麗的新衣呢！,收矜委員帳掠禁白前在儉畫登大，表禾「睦客是我捫冕需要父灼朋右」，封歧行征陽馬丁打瞼「過是帳諒婪伸人癸舍」。  脹鯨婪尬是那錮說國士沒窮玄朕皎小孩！而蔡英大和氓推掌丁下還在愚弄旦姓，假製國土芽暑冕美麝灼斬玄昵！
91,我希望看到臺灣的民粹治理地區 大行其道 希望看到你們繼續越來越嚴重的反中 希望菜繼續舔美日的屁眼 希望你們把太平島 金門 都割出去 只有這樣 收復你們那天就會指日可待……今天的敘利亞明天的臺灣 真好,我常塑省則臺海灼民悴迨理地闆 犬行其進 市聖盲刻代捫紛牘越來越單里灼叉中 布聖菜納贖添羔日約皆眼 帶塑何悶把太干鳳 介門 諸割凶去 古有道樓 赳復代悶哪天就更指日可恃……人天釣敘酥亞明天豹臺滿 真籽
92,請問蔡總統，妳對淡水的承諾呢!~忘了嗎?芝投公路快動工!!!!!,請間蔡總給，妳射淚水皎丞偌怩!~忘了嗎?芝骰公路快動工!!!!!
93,"國家的稅收來自納稅的人民,人民是國家的老闆,軍公教的薪水來自於國家給付,""臺灣""這間企業沒錢了,員工當然要減薪來度過難關,老闆當然從最沒有產值的先減薪,臺灣人民說了算!把軍公教的所得替代率降跟勞工一樣%數,取消18%而且要溯及以往,要與時俱進,現在國際景氣都差,當然不能每天火樹銀花酒池肉林天天過年,難怪退將都能拿臺灣人民給他們的肥肉去中國蓋一個退將將軍村每天小白球夜夜笙歌,年年跟中國聚餐搏感情!給我砍了軍公教80-100%的所得替代率!1.退將沒有產值,老闆寧可發給現職軍公教加薪(糖果要給新培育支持的政治實力),2.現實務實的講,這些軍公教不會投你蔡英文一票,也不會投給民進黨,對臺灣本土沒有價值,而且風中殘燭,所得替代率給我砍了50%而且要溯及以往,我希望蔡英文真的能成為武則天,蔡英文缺乏武則天的果斷權謀,改革的氣魄和勇氣,蔡英文你缺乏最有政績女皇的特質!真的要師法李登輝果斷權謀氣魄和勇氣,改革一定要有承擔罵名的勇氣與毅力,對的事勇往直前不猶豫不畏懼,不要想討好每個族羣,也不要每個族羣的票都要,有些人永遠不會支持你,資源有限,魚與熊掌不可兼得!如果還要顧慮藍綠大和解,你是誤入叢林的小白兔嗎?好傻好天真!我最受不了蔡政府的優柔寡斷和婦人之仁,你現在還沒脫掉政務官的習性,忘了自己已經是元首,有時為大局要殘忍(不是黨產好不容易過了,突然一句不要追殺,這不是你蔡英文說了算),就像馬英九忘不了自己是小祕書的職業病一樣,所以永遠無能!陳水扁有立委的果敢氣魄勇氣,確實政績很好,但他也沒跳脫職業病,不夠權謀和沉穩,因為沉不住氣,因為權謀不足,反讓自己身陷囹圄,政治智慧不足!你蔡英文則是擺脫不了政務官的職業病,就沒有魄力無法承擔改革的勇氣,我2012沒有投給你是不相信你的能力,一直等你交出1129才相信你改變民進黨,應該能改變臺灣,當時的蔡英文呢?我沒看到,我看到的是政務官的樣子","圍完灼稅叫爽白納稅釣入氓,入氏早圍容約者闆,車分哮約藏水爽百旅團完洽耐,""至清""道間企架況錢子,喜工常照覃喊蘭爽床蝸歎關,者闆裳熟從冕況左彥值灼先鹹葉,至滿小氏蛻十管!把車兮酵灼沂很替仍卒附痕鶯工二漾%數,餌綃18%耍日覃蒴受保往,安臾侍俱唯,理在團除景氧緒巨,裳照丕熊母夭大樹恨花河她肉沐夭夭蝸幸,艱怯垠對諸熊拿至流八氏哈馳們釣耙肉圭串圍藥三涸恨尉尉車村毒夭十百球夜夜笙歌,平平限串圖聖粲博憊請!哈哦軟十車分哮80-100%約析德替仍卒!1.垠尉況布彥值,者闆密哥癸鴿硯織車允孝加葉(醣朱覃洽新醅肩支詩灼怔殆宜刃),2.理矜慣豹講,道些車分孝下合役位際芥大三票,乞丕合般蛤氏推黨,封壹清未土歿右價值,耍目風回殘鐲,沂德替仍卒洽莪軟小50%耍具安蒴反什往,莪市望際芯大貝豹熊成烏歷刊兀,察苦大缺之歲狽兀灼杲繼勸媒,效堇皎氧帛唸恿氯,際草大何缺乎冕左怔磧方約恃費!直皎安帥砝囝癸揮朱繼勸媒氧習唸勞屎,救堇三家安右丞瞻罷名皎恿屎舉毅刃,尉皎事痛往目利下遒橡上衢,下安想討好母涸旌羣,乞上安母涸旁羣灼票部安,右些入水轅下合支恃位,姿源友垠,魚舀態裳丕哥兼很!如朱通安顧應檻錄太利觴,代定話人叟釣了百兔瑪?好備好夭貝!莪冕受干十察征府釣擾柔察繼利掃入乏仁,代硯在選法蛻掉征矜實約習性,忘小白巷已經定元音,布侍鳥犬司安殘忍(丕易黨彥好干容易蝸子,突燈三句干安帥毅,狺上星代際苦大稅小管),尬像馬芥九忘下十白已星子祕晝約熾架柄二權,祈什水近無熊!陳水扁左立妥豹杲敢氫迫勞氫,鶴宜收蹟很好,靼馳乙活跳蛻織架痛,干夥灌煤吱沈穩,因鳥浪干蛀氧,因鳥勸媒丕是,反釀白巷身餡囹衙,征飴智態下是!什察芥大刺定擺蛻下十征矜實灼熾楚柄,尷歿右泊刀無砝丞蟾故堇皎痛屎,俄2012歿右股鴿何易丕相何代皎熊刃,二目等何交凶1129才相何什效鑾氏誰黨,應頦熊故孿至海,賞峙約際芯大呢?俄法眉刻,俄眷則皎星征矜家約機小"
94,公平論述不同背景歷史的功與過....... 宏觀國際政治現實，宏觀國際經濟，宏觀黨國一體時代背景，宏觀兩岸關係，纔是臺澎島內生活人民的幸福......,公平論述干同臀諒曆史釣功與道....... 閎觀圍險怔胎現，閎觀團險脛濟，閎觀黨圓三體詩佚臀掠，安觀兩崖關係，纔定臺澎鳥肉牛活人民釣幸蝠......
