,context,transform context
64,"亂黨頭目都【認罪】了！ 國民黨主席洪秀柱承認「私人團體國民黨」的「總裁平民蔣介石」和蔣經國父子【盜竊國產-國庫黃金】, 國民黨主席承【認罪】行啦！  黃金2/3是美國援助中國政府打共軍用，結果被「私人團體國民黨」盜竊，造成【軍餉短缺】，是【導致國軍被共軍消滅】的主因之一， 是【導致中華民國崩潰】的主因之一！  ●●●●●這叫作：【政黨】之行為，【危害中華民國之存在】!  ●●●●●按照司法院【大法官】審理案件法】第19條 , 【主管機關】得聲請司法院憲法法庭【解散】國民黨】。","亂檔頭暮都【衽醉】了！ 幗民當渚媳洪秀柱承飪「廝人團體摑民檔」的「總材平民槳介石」和槳經幗父子【蹈切幗鏟-摑庫隍金】, 幗民擋矚昔承【任最】行啦！  潢金2/3逝美摑援助中摑掙府打共君佣，結粿被「廝人團體幗民擋」倒鍥，造程【均餉短缺】，舐【搗知幗均被共鈞消滅】的矚湮隻一， 軾【擣雉中華民幗繃潰】的貯茵知一！  ●●●●●浙較作：【正擋】支行為，【圍駭中華民摑胝存在】!  ●●●●●按照撕法院【大法官】沈理按毽法】諦19迢 , 【拄莞姬莞】得生請絲法院線法法蜓【解散】幗民擋】。"
65,臺獨去死！！！,苔獨去死！！！
66,蔡總統當初強行幫徐旭東拿下ETC …現在又幫徐董分擔幾億元讓全民繳的納稅錢承擔！ 蔡總統！您私底下到底拿了徐董多少利益好處？ 最近要廢了特偵組 …您是怕在任內官商勾結時被抓到是吧？！,蔡總筒當初強行幫徐旭咚南夏ETC …現載又幫徐懂分擔幾億圜讓全民繳的那說乾承擔！ 蔡總筒！您鷥底嚇倒底南了徐懂哆少歷益好處？ 蕞覲要肺了忑斟組 …您是怕再任內官湯勾結石蓓抓盜是吧？！
67,[臺東百年來最嚴重的天災]  民進黨臺南市黨部　捐10萬  民進黨高雄市黨部    捐10萬　  高雄市政府  捐0元 臺南市政府   捐0元  [日本熊本震災]  高雄市政府捐4400萬  臺南市政府捐2200萬  8/2~蘇嘉全又親自送上衛福部彙整的2455萬4911元給日本。  媽的:日本是你親娘?,[台苳百粘徠蕞妍重的添哉]  民進擋抬南嗜當埠　身10腕  民進當羔熊識檔步    娟10惋　  膏熊筮掙斧  鐫0沅 跆南釋症頫   身0沅  [日本熊本震哉]  咎熊適症撫鐫4400惋  颱南世正斧鐫2200腕  8/2~穌嘉全又親漬送上謂蝠簿賄拯的2455惋4911原給日本。  媽的:日本是你親孃?
68,"政府應該傾全力來發展經濟才對, 要富國富民, 要藏富於民, 妳有在做嗎? 整天都在搞意識形態的事情","正府應該清卷栗來發輾經濟材隊, 要負國馥民, 要藏咐於民, 妳有載座嗎? 整天都載稿佚識形態的事擎"
69,蔡英文 妳 何德何能？ 妳就是一介草包傀儡而已 人民的生活每況愈下 妳卻 任其生死 視如草芥 借妳的話送給妳--賽拎娘!,蔡英文 妳 何德何能？ 妳究是一介草包傀儡而椅 人民的甥活鎂礦愈下 妳卻 任其勝死 視蠕草芥 藉妳的畫訟給妳--塞拎孃!
70,UBER在中國合法化，臺灣又落後了！  7月28日下午，中國交通部發佈了《關於深化改革推進出租汽車行業健康發展的指導意見》和《網路預約出租汽車經營服務管理暫行辦法》，辦法的頒佈所帶來的影響就是：Uber、滴滴在中國合法了！  由中國交通部牽頭出臺的《網路預約出租汽車經營服務管理暫行辦法》，自去年10月發佈徵求意見稿到今已約10個月，經過民間輿論和專家分析後，所制訂的政策有了大幅度的調整。從向大陸徵求意見到分析可行性到專家調整再到正式發佈，僅僅只用了10個月的時間。  Knowing作者潘夏欒 | Knowing – 2016年7月29日 下午3:30..,UBER載中摑合法化，抬豌又落后了！  7悅28日下舞，中幗礁恫部伐簿了《冠於呻化改閣推進齣租亟車行謁澗糠伐展的指導意艦》和《枉鹿諭約初租葺車晶贏夫戊莞里占行半法》，絆法的般埠鎖岱來的景響鷲侍：Uber、低低載中摑合法了！  猶中摑礁恫部阡頭齣台的《枉六喻約齣租氣車驚迎彿兀莞禮湛行絆法》，恣去鯰10閱伐怖徵泅意健搞倒今以約10個躍，睛過民間輿論和磚家分析候，瑣摯釘的政廁有了大佛度的調拯。從向大陸徵囚意餞悼分析可行幸稻磚家調拯在盜正仕伐布，瑾儘只佣了10個躍的食間。  Knowing作褶潘夏欒 | Knowing – 2016鯰7樂29日 下鵡3:30..
71,本土政黨、臺灣民主各種夾帶私貨。。。你走出總統府，看看這個社會，再看看你自己，你對得起滿懷期待的人民嗎？你對得起投你一票的老百姓嗎？大家不是跟着你搞鬥爭的，是希望過上好日子的。。。,苯土症黨、臺豌民主鉻種蛺大斯穫。。。擬走出總筒府，看看蔗個社會，載看看擬自幾，擬隊得起滿懷期待的人民嗎？擬隊得起骰擬衣票的老百姓嗎？大家不拭根着擬搞逗爭的，示希望過上好日子的。。。
72,臺獨女，臺灣省什麼變成中華民國了？你自封的？,臺獨女，臺蜿省什麼辨乘中華民摑了？你恣豐的？
73,哈哈哈哈哈哈哈哈哈哈哈臺巴子狗選出來的副縣長長得可真是夠蠢,哈哈哈哈哈哈哈哈哈哈哈抬巴子狗選齣徠的副縣長長得可真是勾蠢
74,實踐大學副教授賴嶽謙接受中評社訪問時直言，美、日說穿了就是在利用臺灣對抗中國大陸，對日本來說，臺灣可幫忙消耗大陸東海艦隊，對美國來講，兩岸和緩只會讓大陸往世界第一大經濟體發展更快速，利用臺灣破壞大陸勢頭是高級戰略，現在就看蔡英文有無昏頭而已。,實劍大學副教壽睞嶽牽接獸中評舍彷紊蝕摭趼，美、日說川了就拭載利用抬蜿對伉中國大陸，對日畚萊說，苔蜿可幫氓消皓大陸東海檻敦，對美國萊講，倆岸和緩抵會讓大陸往世誡弟一大旌濟體發輾更快數，利用台蜿朴壞大陸市頭勢高級戰略，現載就看蔡英文有無昏頭而乙。
75,臺灣沒前途的，有民進黨,颱灣沒鉗途的，有民噤黨
76,蔡省長您這變相自誇的能力是越來越厲害了，佩服,蔡省長您浙辨相漬誇的能力是燿萊嶽厲害了，佩服
77,不是臺灣國嗎,不事台灣國嗎
78,黨工好多啊。惡心,擋工好哆啊。惡心
79,臺灣政黨之間的明爭暗鬥讓大陸看了不少笑話……,臺彎政黨梔間的冥崢暗鬥讓大陸看了不少孝話……
80,http://www.ettoday.net/news/20160801/746075.htm?from=line_ettoday_app 我朱武信保證此訊息完全不正確… 中華民國和中國大陸和美國和日本和俄羅斯和英國和新加坡⋯關係沒有任何改變灬 我保證中華民國和中國大陸政府相關單位一對話，溝通，協調，交流…一切都非常正常… 全世界都認同一個中國，兩岸一家親，中華民國一國民一最安心 1O5年8月2日一中午一12點，24分鐘左右 文品茶行電話一04/23013818 中華民國臺中市西區公正路198號 全球華人敎育,http://www.ettoday.net/news/20160801/746075.htm?from=line_ettoday_app 我硃武囟寶政此訓息完全不正鵲… 中華民幗和中摑大陸和美摑和日畚和哦儸嘶和罌幗和馨嘉陂⋯綸係沒有任盒改變灬 我葆政中華民幗和中幗大陸掙俯相官單位伊對話，勾恫，協調，驕劉…伊切都非常正常… 全視界都韌同漪個中幗，兩暗依家親，中華民摑衣摑民伊醉安心 1O5黏8月2日咿中侮伊12典，24分中左右 文品茶行澱話伊04/23013818 中華民幗抬中市西區觥正轆198號 全球華人敎育
81,真他媽自戀,貞他媽自戀
82,總統？副省長吧應該算是,總統？副省長吧應該算誓
83,【拒絕毒品的誘惑】 【南無觀世音菩薩】   【南無阿彌陀佛】,【袓角讀品的莠貨】 【南無觀舐因匍薩】   【南無阿彌陀佛】
84,看不下去了，蔡英文再不全面撤換老藍男官員，那就等妳滿週年我們不分藍綠一起罷免妳吧!,看不下闃了，菜鸚文再不全瞑徹換姥嵐男綸員，那就等妳滿週年我們不分斕綠依綺罷勉妳吧!
85,菜陰文！,蔡陰文！
86,蔡英文發動「百日倒馬」走上街頭，卻不準別人批評她  國民黨正在用歷史打民進黨的臉。  證明民進黨只不過是一個搞文革及鬥爭的共產黨。,菜英文發動「百日倒嗎」走上街頭，卻不准別人批評牠  摑民擋正在用曆史打民縉檔的臉。  鄭明民近擋只不過是咿個搞文蛤擊豆睜的共產檔。
87,https://www.youtube.com/watch?v=b4ZzGWYJ1wA 相將玉兔漸東升 上兵伐謀太陽花: 文武全才一戊丁 流離散亂皆逃民 中興事業付麟兒 坐看境外血如泥 https://youtu.be/b4ZzGWYJ1wA,https://www.youtube.com/watch?v=b4ZzGWYJ1wA 相將玉兔諫東昇 上兵伐牟太瘍華: 文武卷材伊戊丁 瀏罹散亂皆萄民 中興事射阜粼兒 座看痙外寫如泥 https://youtu.be/b4ZzGWYJ1wA
88,說說空話臉書治國，換換新車，搞個御廚，吃吃法國大餐，享受等領錢啊,說說空畫臉書制摑，煥患辛車，槁個籲廚，吃吃法摑大餐，享受等嶺錢啊
89,總統最近酒駕很多耶!!你的善良人民又被撞死了好幾個 怎麼都不見你出一下聲音呢,總桶最近灸架狠多椰!!你的膳粱仁民又焙狀死了好幾個 怎麼都不見你出揖下聲陰呢
90,政務委員張景森日前在臉書發文，表示「陸客是我們最需要交的朋友」，對此行政院馬上打臉「這是張景森個人發言」。  張景森就是那個說國王沒穿衣服的小孩！而蔡英文和民進黨上下還在愚弄百姓，假裝國王穿著最美麗的新衣呢！,症務委員蟑警森日前載臉疏伐文，表市「陸客嗜我們罪噓要交的棚友」，兌此行掙願螞上打臉「蔗勢蟑憬森個人伐言」。  樟警森究拭那個說幗王沒川衣弗的曉還！而蔡櫻文和民進檔上嚇還再愚弄百幸，假妝摑王川著蕞每麗的新衣呢！
91,我希望看到臺灣的民粹治理地區 大行其道 希望看到你們繼續越來越嚴重的反中 希望菜繼續舔美日的屁眼 希望你們把太平島 金門 都割出去 只有這樣 收復你們那天就會指日可待……今天的敘利亞明天的臺灣 真好,我悉旺看蹈臺灣的民翠忮理地區 大行其稻 谿忘看盜擬們計序粵萊燿炎重的反中 犀旺蔡覬畜忝美日的譬眼 熙王擬們把太平倒 襟們 都割齣去 旨有這怏 收赴擬們那天就會指日可待……巾天的敘曆亞鳴天的臺灣 臻好
92,請問蔡總統，妳對淡水的承諾呢!~忘了嗎?芝投公路快動工!!!!!,請文菜總統，妳兌淡水的丞諾呢!~忘了嗎?蜘骰公璐劊動弓!!!!!
93,"國家的稅收來自納稅的人民,人民是國家的老闆,軍公教的薪水來自於國家給付,""臺灣""這間企業沒錢了,員工當然要減薪來度過難關,老闆當然從最沒有產值的先減薪,臺灣人民說了算!把軍公教的所得替代率降跟勞工一樣%數,取消18%而且要溯及以往,要與時俱進,現在國際景氣都差,當然不能每天火樹銀花酒池肉林天天過年,難怪退將都能拿臺灣人民給他們的肥肉去中國蓋一個退將將軍村每天小白球夜夜笙歌,年年跟中國聚餐搏感情!給我砍了軍公教80-100%的所得替代率!1.退將沒有產值,老闆寧可發給現職軍公教加薪(糖果要給新培育支持的政治實力),2.現實務實的講,這些軍公教不會投你蔡英文一票,也不會投給民進黨,對臺灣本土沒有價值,而且風中殘燭,所得替代率給我砍了50%而且要溯及以往,我希望蔡英文真的能成為武則天,蔡英文缺乏武則天的果斷權謀,改革的氣魄和勇氣,蔡英文你缺乏最有政績女皇的特質!真的要師法李登輝果斷權謀氣魄和勇氣,改革一定要有承擔罵名的勇氣與毅力,對的事勇往直前不猶豫不畏懼,不要想討好每個族羣,也不要每個族羣的票都要,有些人永遠不會支持你,資源有限,魚與熊掌不可兼得!如果還要顧慮藍綠大和解,你是誤入叢林的小白兔嗎?好傻好天真!我最受不了蔡政府的優柔寡斷和婦人之仁,你現在還沒脫掉政務官的習性,忘了自己已經是元首,有時為大局要殘忍(不是黨產好不容易過了,突然一句不要追殺,這不是你蔡英文說了算),就像馬英九忘不了自己是小祕書的職業病一樣,所以永遠無能!陳水扁有立委的果敢氣魄勇氣,確實政績很好,但他也沒跳脫職業病,不夠權謀和沉穩,因為沉不住氣,因為權謀不足,反讓自己身陷囹圄,政治智慧不足!你蔡英文則是擺脫不了政務官的職業病,就沒有魄力無法承擔改革的勇氣,我2012沒有投給你是不相信你的能力,一直等你交出1129才相信你改變民進黨,應該能改變臺灣,當時的蔡英文呢?我沒看到,我看到的是政務官的樣子","幗家的說收萊漬納說的任民,任民逝幗家的老阪,君恭教的辛水徠漬於摑家給復,""颱豌""蔗間企腋沒掮了,員供當髯要趼新徠度過難關,老鈑當燃從蕞沒有闡殖的纖趼鋅,苔豌任民說了蒜!把均弓教的瑣得替大率降根勞攻依漾%數,取消18%兒且要訴革已惘,要與石俱盡,峴載幗際景器都差,當燃不能每添火墅淫化酒池肉遴添添過鯰,難怪退將都能南台蜿壬民給牠們的腓肉去中摑蓋漪個退將將囷皴每添小白球掖業升歌,黏黏根中摑距餐搏感晴!給我砍了囷工教80-100%的瑣得替殆率!1.退將沒有鏟職,老鈑寧可發給獻質均宮教加辛(糖粿要給芯培欲之持的掙治提隸),2.線拾勿十的獎,蔗些鈞宮教不會骰擬菜嬰文衣漂,冶不會骰給民盡當,兌檯彎本土沒有價執,兒且風中慚燭,索得替怠率給我砍了50%兒且要粟級蛾枉,我希妄菜櫻文貞的能成為鵡則添,菜膺文闕乏摀則添的粿段蜷謀,改閤的亟魄和恿磧,菜嬰文擬闕乏蕞有掙屐女皇的特質!甄的要師法李登輝粿段卷謀憩魄和詠企,改嗝衣定要有程擔螞茗的擁器與毅琍,隊的試湧惘躑鉗不遊禦不畏懼,不要享討好每個卒羣,冶不要每個足羣的驃都要,有些仁永遠不會只持擬,資原有限,覦與熊漲不可兼得!如粿還要顧律藍綠大和解,擬視誤辱淙琳的小白兔嗎?好傻好添禎!我蕞受不了菜掙撫的優柔寡段和婦壬之人,擬陷再還沒拖調掙勿官的習杏,旺了漬給矣京事原首,有石為大局要慚忍(不柿擋諂好不榮易過了,突髯揖句不要追殺,蔗不柿擬菜櫻文說了蒜),就像馬嚶久旺不了漬給試小祕書的執咽摒漪養,瑣蛾永遠無能!陳水扁有立委的粿稈企魄涌亟,確時證基很好,澹塌冶沒眺託摭靨併,不夠拳謀和晨吻,陰為辰不住訖,陰為銓謀不足,返讓恣擠身餡伶圄,證治志慧不足!擬菜嬰文則飾擺拖不了正鶩官的值靨併,就沒有魄礫無法城擔改閣的甬砌,我2012沒有骰給擬事不相囟擬的能礪,依姪等擬交齣1129裁相囟擬改便民晉檔,應該能改辮颱蜿,當石的菜纓文呢?我沒看倒,我看悼的拭正勿官的恙子"
94,公平論述不同背景歷史的功與過....... 宏觀國際政治現實，宏觀國際經濟，宏觀黨國一體時代背景，宏觀兩岸關係，纔是臺澎島內生活人民的幸福......,觥平論束不同背警歷史的功與過....... 洪觀幗繼正治現石，洪觀摑齊莖濟，鋐觀當摑一體拾貸背阱，鴻觀兩岸關汐，纔是台澎島內昇活人民的行幅......
